date,keyword,views,category,period
2021-02-26,chatgpt,0,AI,before
2021-02-26,ai,9181,AI,before
2021-02-26,ml,5739,AI,before
2021-02-26,dl,3340,AI,before
2021-02-26,python,8625,Programming,before
2021-02-27,chatgpt,0,AI,before
2021-02-27,ai,9966,AI,before
2021-02-27,ml,4399,AI,before
2021-02-27,dl,3438,AI,before
2021-02-27,python,6684,Programming,before
2021-02-28,chatgpt,0,AI,before
2021-02-28,ai,8369,AI,before
2021-02-28,ml,4925,AI,before
2021-02-28,dl,3154,AI,before
2021-02-28,python,7153,Programming,before
2021-03-01,chatgpt,0,AI,before
2021-03-01,ai,10477,AI,before
2021-03-01,ml,6576,AI,before
2021-03-01,dl,4427,AI,before
2021-03-01,python,8947,Programming,before
2021-03-02,chatgpt,0,AI,before
2021-03-02,ai,10520,AI,before
2021-03-02,ml,6212,AI,before
2021-03-02,dl,4004,AI,before
2021-03-02,python,9257,Programming,before
2021-03-03,chatgpt,0,AI,before
2021-03-03,ai,10172,AI,before
2021-03-03,ml,6459,AI,before
2021-03-03,dl,3489,AI,before
2021-03-03,python,9088,Programming,before
2021-03-04,chatgpt,0,AI,before
2021-03-04,ai,10101,AI,before
2021-03-04,ml,6413,AI,before
2021-03-04,dl,7385,AI,before
2021-03-04,python,9067,Programming,before
2021-03-05,chatgpt,0,AI,before
2021-03-05,ai,9257,AI,before
2021-03-05,ml,5698,AI,before
2021-03-05,dl,3974,AI,before
2021-03-05,python,9791,Programming,before
2021-03-06,chatgpt,0,AI,before
2021-03-06,ai,7862,AI,before
2021-03-06,ml,4461,AI,before
2021-03-06,dl,2568,AI,before
2021-03-06,python,7738,Programming,before
2021-03-07,chatgpt,0,AI,before
2021-03-07,ai,8622,AI,before
2021-03-07,ml,4352,AI,before
2021-03-07,dl,5971,AI,before
2021-03-07,python,6650,Programming,before
2021-03-08,chatgpt,0,AI,before
2021-03-08,ai,9758,AI,before
2021-03-08,ml,6106,AI,before
2021-03-08,dl,3565,AI,before
2021-03-08,python,8411,Programming,before
2021-03-09,chatgpt,0,AI,before
2021-03-09,ai,9897,AI,before
2021-03-09,ml,6122,AI,before
2021-03-09,dl,3496,AI,before
2021-03-09,python,9242,Programming,before
2021-03-10,chatgpt,0,AI,before
2021-03-10,ai,9589,AI,before
2021-03-10,ml,7107,AI,before
2021-03-10,dl,3614,AI,before
2021-03-10,python,8834,Programming,before
2021-03-11,chatgpt,0,AI,before
2021-03-11,ai,9406,AI,before
2021-03-11,ml,5953,AI,before
2021-03-11,dl,3430,AI,before
