work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2025,MI,FT,Data Scientist,132600.0,US,100,US,M
2025,MI,FT,Data Scientist,102000.0,US,100,US,M
2025,SE,FT,Data Product Manager,260520.0,US,0,US,M
2025,SE,FT,Data Product Manager,140280.0,US,0,US,M
2025,SE,FT,Machine Learning Engineer,215000.0,US,0,US,M
2025,SE,FT,Machine Learning Engineer,136000.0,US,0,US,M
2025,SE,FT,Machine Learning Engineer,130000.0,CA,0,CA,M
2025,SE,FT,Machine Learning Engineer,100000.0,CA,0,CA,M
2025,SE,FT,Machine Learning Engineer,255000.0,CA,100,CA,M
2025,SE,FT,Machine Learning Engineer,173000.0,CA,100,CA,M
2025,SE,FT,Machine Learning Engineer,288000.0,US,100,US,M
2025,SE,FT,Machine Learning Engineer,184000.0,US,100,US,M
2025,SE,FT,Machine Learning Engineer,306000.0,CA,100,CA,M
2025,SE,FT,Machine Learning Engineer,207000.0,CA,100,CA,M
2025,SE,FT,Machine Learning Engineer,322000.0,US,100,US,M
2025,SE,FT,Machine Learning Engineer,205000.0,US,100,US,M
2025,MI,FT,Software Developer,130000.0,CA,0,CA,M
2025,MI,FT,Software Developer,100000.0,CA,0,CA,M
2025,SE,FT,Director,265000.0,US,0,US,M
2025,SE,FT,Director,187000.0,US,0,US,M
2025,SE,FT,Data Scientist,127000.0,US,0,US,M
2025,SE,FT,Data Scientist,73000.0,US,0,US,M
2025,MI,FT,Software Engineer,186688.0,US,0,US,M
2025,MI,FT,Software Engineer,145745.0,US,0,US,M
2025,MI,FT,Manager,29090.0,AT,0,AT,M
2025,SE,FT,Machine Learning Engineer,343100.0,US,0,US,M
2025,SE,FT,Machine Learning Engineer,194500.0,US,0,US,M
2025,SE,FT,Director,245900.0,US,0,US,M
2025,SE,FT,Director,171100.0,US,0,US,M
2025,SE,FT,Developer,185000.0,US,0,US,M
2025,SE,FT,Developer,112000.0,US,0,US,M
2025,SE,FT,Data Governance Lead,226000.0,US,0,US,M
2025,SE,FT,Data Governance Lead,139500.0,US,0,US,M
2025,SE,FT,Data Governance,167667.0,US,0,US,M
2025,SE,FT,Data Governance,121939.0,US,0,US,M
2025,SE,FT,Engineering Manager,265000.0,US,0,US,M
2025,SE,FT,Engineering Manager,216819.0,US,0,US,M
2025,SE,FT,Data Product Owner,110000.0,US,0,US,M
2025,SE,FT,Data Product Owner,90000.0,US,0,US,M
2025,MI,FT,AI Engineer,293250.0,US,0,US,M
2025,MI,FT,AI Engineer,216660.0,US,0,US,M
2025,SE,FT,Engineer,220000.0,US,0,US,M
2025,SE,FT,Engineer,180000.0,US,0,US,M
2025,SE,FT,Data Engineer,209000.0,US,0,US,M
2025,SE,FT,Data Engineer,190000.0,US,0,US,M
2025,MI,FT,Data Engineer,150000.0,CA,0,CA,M
2025,MI,FT,Data Engineer,120900.0,CA,0,CA,M
2025,MI,FT,Data Engineer,177850.0,US,0,US,M
2025,MI,FT,Data Engineer,108300.0,US,0,US,M
2025,SE,FT,Data Engineer,63157.0,LV,0,LV,M
2025,SE,FT,Data Engineer,56842.0,LV,0,LV,M
2025,SE,FT,Data Engineer,161300.0,US,100,US,M
2025,SE,FT,Data Engineer,96800.0,US,100,US,M
2025,SE,FT,BI Analyst,130000.0,US,0,US,M
2025,SE,FT,BI Analyst,120000.0,US,0,US,M
2025,MI,FT,Data Quality Analyst,132000.0,US,100,US,M
2025,MI,FT,Data Quality Analyst,113000.0,US,100,US,M
2025,MI,FT,Data Scientist,135000.0,US,100,US,M
2025,MI,FT,Data Scientist,120000.0,US,100,US,M
2025,MI,FT,Product Manager,200000.0,US,0,US,M
2025,MI,FT,Product Manager,130000.0,US,0,US,M
2025,MI,FT,Data Analyst,135000.0,US,100,US,M
2025,MI,FT,Data Analyst,115000.0,US,100,US,M
2025,MI,FT,Manager,75000.0,US,0,US,M
2025,MI,FT,Manager,65000.0,US,0,US,M
2025,SE,FT,Data Analyst,203000.0,US,100,US,M
2025,SE,FT,Data Analyst,127000.0,US,100,US,M
2025,EN,FT,Data Analyst,97000.0,US,0,US,M
2025,EN,FT,Data Analyst,79000.0,US,0,US,M
2025,SE,FT,Data Analyst,168900.0,US,0,US,M
2025,SE,FT,Data Analyst,89100.0,US,0,US,M
2025,EN,FT,Data Analyst,82278.0,GB,0,GB,M
2025,SE,FT,Data Analyst,126582.0,GB,0,GB,M
2025,SE,FT,Data Analyst,94936.0,GB,0,GB,M
2025,SE,FT,Manager,156600.0,US,0,US,M
2025,SE,FT,Manager,111400.0,US,0,US,M
2025,SE,FT,Data Analyst,91000.0,US,0,US,M
2025,SE,FT,Data Analyst,85000.0,US,0,US,M
2025,SE,FT,Platform Engineer,264000.0,US,0,US,M
2025,SE,FT,Platform Engineer,192000.0,US,0,US,M
2025,MI,FT,Data Management Specialist,29473.0,PT,0,PT,M
2025,MI,FT,Data Management Specialist,22105.0,PT,0,PT,M
2025,SE,FT,Data Management,46842.0,PT,0,PT,M
2025,SE,FT,Data Management,34189.0,PT,0,PT,M
2025,SE,FT,Principal Scientist,193100.0,US,0,US,M
2025,SE,FT,Principal Scientist,160809.0,US,0,US,M
2025,EN,FT,Postdoctoral Fellow,138500.0,US,0,US,M
2025,EN,FT,Postdoctoral Fellow,73000.0,US,0,US,M
2025,SE,FT,Research Engineer,202000.0,US,0,US,M
2025,SE,FT,Research Engineer,141000.0,US,0,US,M
2025,SE,FT,Business Intelligence Analyst,180000.0,US,0,US,M
2025,SE,FT,Business Intelligence Analyst,78000.0,US,0,US,M
2025,MI,FT,Software Engineer,175950.0,US,0,US,M
2025,MI,FT,Software Engineer,96900.0,US,0,US,M
2025,SE,FT,Software Engineer,235000.0,US,0,US,M
2025,SE,FT,Software Engineer,159800.0,US,0,US,M
2025,MI,FT,Manager,160000.0,US,0,US,M
2025,MI,FT,Manager,102000.0,US,0,US,M
2025,EN,FT,Analyst,150000.0,US,0,US,M
2025,EN,FT,Analyst,125000.0,US,0,US,M
2025,EN,FT,Quantitative Researcher,300000.0,US,0,US,M
2025,EN,FT,Quantitative Researcher,250000.0,US,0,US,M
2025,EX,FT,Developer,280000.0,US,100,US,M
2025,EX,FT,Developer,224000.0,US,100,US,M
2025,SE,FT,Platform Engineer,240000.0,US,0,US,M
2025,SE,FT,Platform Engineer,220000.0,US,0,US,M
2025,SE,FT,Site Reliability Engineer,220000.0,US,0,US,M
2025,SE,FT,Site Reliability Engineer,190000.0,US,0,US,M
2025,SE,FT,Architect,218100.0,US,0,US,M
2025,SE,FT,Architect,158800.0,US,0,US,M
2025,SE,FT,Product Manager,186100.0,US,0,US,M
2025,SE,FT,Product Manager,133000.0,US,0,US,M
2025,SE,FT,Product Manager,195850.0,US,0,US,M
2025,SE,FT,Product Manager,139900.0,US,0,US,M
2025,SE,FT,Solutions Architect,247300.0,US,100,US,M
2025,SE,FT,Solutions Architect,161300.0,US,100,US,M
2025,MI,FT,Software Engineer,200000.0,US,100,US,M
2025,MI,FT,Software Engineer,130000.0,US,100,US,M
2025,MI,FT,Engineer,105000.0,CA,0,CA,M
2025,MI,FT,Engineer,76500.0,CA,0,CA,M
2025,MI,FT,Manager,121000.0,US,0,US,M
2025,MI,FT,Manager,72900.0,US,0,US,M
2025,MI,FT,Engineer,200000.0,US,0,US,M
2025,MI,FT,Engineer,150000.0,US,0,US,M
2025,MI,FT,Manager,125000.0,US,0,US,M
2025,MI,FT,Manager,110000.0,US,0,US,M
2025,MI,FT,Software Engineer,380000.0,US,0,US,M
2025,MI,FT,Software Engineer,310000.0,US,0,US,M
2025,SE,FT,Solutions Architect,255000.0,US,0,US,M
2025,SE,FT,Solutions Architect,186000.0,US,0,US,M
2025,SE,FT,Solutions Engineer,170000.0,US,0,US,M
2025,SE,FT,Solutions Engineer,110000.0,US,0,US,M
2025,SE,FT,Product Analyst,180000.0,US,100,US,M
2025,SE,FT,Product Analyst,150000.0,US,100,US,M
2025,SE,FT,Manager,220000.0,CA,100,CA,M
2025,SE,FT,Manager,170000.0,CA,100,CA,M
2025,SE,FT,Manager,265000.0,US,100,US,M
2025,SE,FT,Manager,191000.0,US,100,US,M
2025,MI,FT,Developer,115000.0,US,0,US,M
2025,MI,FT,Developer,100000.0,US,0,US,M
2025,MI,FT,Software Engineer,290004.0,US,0,US,M
2025,MI,FT,Software Engineer,49997.0,US,0,US,M
2025,SE,FT,Software Engineer,290004.0,US,0,US,M
2025,SE,FT,Software Engineer,49997.0,US,0,US,M
2025,SE,FT,DevOps Engineer,290004.0,US,0,US,M
2025,SE,FT,DevOps Engineer,49997.0,US,0,US,M
2025,MI,FT,Analyst,125000.0,US,0,US,M
2025,MI,FT,Analyst,90000.0,US,0,US,M
2025,SE,FT,DevOps Engineer,215000.0,US,0,US,M
2025,SE,FT,DevOps Engineer,165033.0,US,0,US,M
2025,MI,FT,Automation Engineer,180000.0,US,0,US,M
2025,MI,FT,Automation Engineer,120000.0,US,0,US,M
2025,SE,FT,Engineer,225000.0,US,0,US,M
2025,SE,FT,Engineer,150000.0,US,0,US,M
2025,MI,FT,Software Engineer,160000.0,US,0,US,M
2025,MI,FT,Software Engineer,143000.0,US,0,US,M
2025,MI,FT,Engineer,135000.0,US,0,US,M
2025,MI,FT,Engineer,80000.0,US,0,US,M
2025,MI,FT,Product Manager,96000.0,CA,0,CA,M
2025,MI,FT,Product Manager,58000.0,CA,0,CA,M
2025,EX,FT,Director,262100.0,US,0,US,M
2025,EX,FT,Director,144600.0,US,0,US,M
2025,MI,FT,Developer,130000.0,CA,0,CA,M
2025,MI,FT,Developer,100000.0,CA,0,CA,M
2025,SE,FT,Applied Scientist,257500.0,CA,0,CA,M
2025,SE,FT,Applied Scientist,142400.0,CA,0,CA,M
2025,SE,FT,Solution Engineer,222400.0,CA,0,CA,M
2025,SE,FT,Solution Engineer,128000.0,CA,0,CA,M
2025,EX,FT,Director,150000.0,US,100,US,M
2025,EX,FT,Director,120000.0,US,100,US,M
2025,SE,FT,Data Management Specialist,135000.0,US,0,US,M
2025,SE,FT,Data Management Specialist,105000.0,US,0,US,M
2025,SE,FT,Data Engineer,141200.0,US,0,US,M
2025,SE,FT,Data Engineer,75400.0,US,0,US,M
2025,MI,FT,Clinical Aide,42000.0,US,0,US,M
2025,MI,FT,Clinical Aide,36000.0,US,0,US,M
2025,EN,FT,Machine Learning Engineer,237500.0,US,0,US,M
2025,EN,FT,Machine Learning Engineer,137750.0,US,0,US,M
2025,EN,FT,Machine Learning Engineer,250000.0,US,0,US,M
2025,EN,FT,Machine Learning Engineer,145000.0,US,0,US,M
2025,SE,FT,Software Engineer,290180.0,US,0,US,M
2025,SE,FT,Software Engineer,267553.0,US,0,US,M
2025,SE,FT,Machine Learning Engineer,217000.0,US,0,US,M
2025,SE,FT,Machine Learning Engineer,173000.0,US,0,US,M
2025,SE,FT,Decision Scientist,235400.0,US,0,US,M
2025,SE,FT,Decision Scientist,209720.0,US,0,US,M
2025,SE,FT,Data Scientist,203900.0,CA,0,CA,M
2025,SE,FT,Data Scientist,114400.0,CA,0,CA,M
2025,MI,FT,Product Manager,138518.0,US,100,US,M
2025,MI,FT,Product Manager,90000.0,US,100,US,M
2025,MI,FT,Data Scientist,120900.0,US,0,US,M
2025,MI,FT,Data Scientist,23000.0,US,0,US,M
2025,EN,FT,Researcher,35368.0,FI,0,FI,M
2025,EN,FT,Researcher,33473.0,FI,0,FI,M
2025,EN,FT,Postdoctoral Researcher,52421.0,FI,0,FI,M
2025,EN,FT,Postdoctoral Researcher,48000.0,FI,0,FI,M
2025,SE,FT,Manager,198765.0,US,0,US,M
2025,SE,FT,Manager,151440.0,US,0,US,M
2025,MI,FT,Manager,142170.0,US,0,US,M
2025,MI,FT,Manager,108320.0,US,0,US,M
2025,SE,FT,Manager,224700.0,US,0,US,M
2025,SE,FT,Manager,170373.0,US,0,US,M
2025,SE,FT,Business Intelligence Developer,115824.0,US,0,US,M
2025,SE,FT,Business Intelligence Developer,77216.0,US,0,US,M
2025,SE,FT,Data Analyst,43139.0,GB,0,GB,M
2025,SE,FT,Data Analyst,40640.0,GB,0,GB,M
2025,SE,FT,Data Analyst,124400.0,US,0,US,M
2025,SE,FT,Data Analyst,99100.0,US,0,US,M
2025,EN,FT,Data Analyst,75000.0,US,0,US,M
2025,EN,FT,Data Analyst,65000.0,US,0,US,M
2025,SE,FT,Associate,145500.0,US,0,US,M
2025,SE,FT,Associate,115900.0,US,0,US,M
2025,SE,FT,Data Analyst,75949.0,GB,0,GB,M
2025,EN,FT,BI Analyst,89900.0,US,0,US,M
2025,EN,FT,BI Analyst,23000.0,US,0,US,M
2025,SE,FT,Engineer,200200.0,US,0,US,M
2025,SE,FT,Engineer,182002.0,US,0,US,M
2025,SE,FT,Engineer,200000.0,US,0,US,M
2025,SE,FT,Engineer,139000.0,US,0,US,M
2025,SE,FT,Director,290000.0,US,0,US,M
2025,SE,FT,Director,250000.0,US,0,US,M
2025,SE,FT,Software Engineer,240800.0,US,0,US,M
2025,SE,FT,Software Engineer,175800.0,US,0,US,M
2025,MI,FT,Bioinformatician,154440.0,US,0,US,M
2025,MI,FT,Bioinformatician,93600.0,US,0,US,M
2025,EX,FT,Director,235000.0,US,0,US,M
2025,EX,FT,Director,205000.0,US,0,US,M
2025,EN,FT,Engineer,151000.0,US,0,US,M
2025,EN,FT,Engineer,105000.0,US,0,US,M
2025,MI,FT,Manager,215400.0,US,0,US,M
2025,MI,FT,Manager,100600.0,US,0,US,M
2025,MI,FT,Developer,95000.0,US,0,US,M
2025,MI,FT,Developer,85000.0,US,0,US,M
2025,SE,FT,Engineer,290180.0,US,0,US,M
2025,SE,FT,Engineer,258524.0,US,0,US,M
2025,SE,FT,Analyst,120200.0,US,0,US,M
2025,SE,FT,Analyst,71800.0,US,0,US,M
2025,EX,FT,Business Intelligence,241800.0,US,0,US,M
2025,EX,FT,Business Intelligence,192400.0,US,0,US,M
2025,EX,FT,Director,89964.0,US,0,US,M
2025,MI,FT,Manager,230000.0,US,100,US,M
2025,MI,FT,Manager,167000.0,US,100,US,M
2025,SE,FT,Web Developer,150000.0,US,0,US,M
2025,SE,FT,Web Developer,142000.0,US,0,US,M
2025,MI,FT,BI Developer,132195.0,US,0,US,M
2025,MI,FT,BI Developer,96142.0,US,0,US,M
2025,MI,FT,Associate,162800.0,US,0,US,M
2025,MI,FT,Associate,63000.0,US,0,US,M
2025,SE,FT,Data Analyst,175000.0,US,0,US,M
2025,SE,FT,Data Analyst,120000.0,US,0,US,M
2025,SE,FT,Data Scientist,146500.0,US,0,US,M
2025,SE,FT,Data Scientist,70500.0,US,0,US,M
2025,SE,FT,Data Engineer,156000.0,US,0,US,M
2025,SE,FT,Data Engineer,149000.0,US,0,US,M
2025,SE,FT,Data Engineer,135000.0,US,0,US,M
2025,SE,FT,Data Engineer,96400.0,US,0,US,M
2025,MI,FT,AI Engineer,200000.0,US,0,US,M
2025,MI,FT,AI Engineer,140000.0,US,0,US,M
2025,SE,FT,Statistical Programmer,118267.0,AU,0,AU,M
2025,SE,FT,Statistical Programmer,99455.0,AU,0,AU,M
2025,SE,FT,Member of Technical Staff,251600.0,US,0,US,M
2025,SE,FT,Member of Technical Staff,96800.0,US,0,US,M
2025,MI,FT,Software Engineer,215400.0,US,0,US,M
2025,MI,FT,Software Engineer,100600.0,US,0,US,M
2025,SE,FT,Business Analyst,117000.0,CA,100,CA,M
2025,SE,FT,Business Analyst,78000.0,CA,100,CA,M
2025,SE,FT,Data Scientist,259600.0,US,0,US,M
2025,SE,FT,Data Scientist,180128.0,US,0,US,M
2025,SE,FT,Data Scientist,189175.0,US,0,US,M
2025,SE,FT,Data Scientist,104650.0,US,0,US,M
2025,SE,FT,Machine Learning Engineer,291500.0,US,0,US,M
2025,SE,FT,Machine Learning Engineer,169500.0,US,0,US,M
2025,SE,FT,Data Analyst,123700.0,US,100,US,M
2025,SE,FT,Data Analyst,68700.0,US,100,US,M
2025,SE,FT,ML Scientist,227950.0,US,0,US,M
2025,SE,FT,ML Scientist,126100.0,US,0,US,M
2025,MI,FT,Associate,184580.0,US,0,US,M
2025,MI,FT,Associate,151020.0,US,0,US,M
2025,MI,FT,Consultant,102600.0,US,0,US,M
2025,MI,FT,Consultant,62200.0,US,0,US,M
2025,MI,FT,Product Owner,263300.0,US,0,US,M
2025,MI,FT,Product Owner,153600.0,US,0,US,M
2025,MI,FT,Manager,195400.0,US,100,US,M
2025,MI,FT,Manager,105600.0,US,100,US,M
2025,SE,FT,Data Engineer,164497.0,US,0,US,M
2025,SE,FT,Data Engineer,107707.0,US,0,US,M
2025,SE,FT,Data Visualization Lead,147000.0,US,100,US,M
2025,SE,FT,Data Visualization Lead,106900.0,US,100,US,M
2025,MI,FT,Data Product Manager,168700.0,US,0,US,M
2025,MI,FT,Data Product Manager,114900.0,US,0,US,M
2025,SE,FT,Data Product Manager,203900.0,US,0,US,M
2025,SE,FT,Data Product Manager,138900.0,US,0,US,M
2025,SE,FT,Analyst,197500.0,US,0,US,M
2025,SE,FT,Analyst,111100.0,US,0,US,M
2025,MI,FT,Manager,193000.0,US,0,US,M
2025,MI,FT,Manager,140500.0,US,0,US,M
2025,MI,FT,Manager,88500.0,US,0,US,M
2025,MI,FT,Manager,64500.0,US,0,US,M
2025,SE,FT,Software Engineer,234000.0,US,100,US,M
2025,SE,FT,Software Engineer,180960.0,US,100,US,M
2025,MI,FT,Software Engineer,141450.0,US,0,US,M
2025,MI,FT,Software Engineer,104550.0,US,0,US,M
2025,SE,FT,AI Engineer,165000.0,US,0,US,M
2025,SE,FT,AI Engineer,136000.0,US,0,US,M
2025,SE,FT,Analyst,190000.0,US,100,US,M
2025,SE,FT,Analyst,152000.0,US,100,US,M
2025,SE,FT,Solution Architect,253425.0,US,100,US,M
2025,SE,FT,Solution Architect,207348.0,US,100,US,M
2025,EX,FT,Executive,192000.0,US,100,US,M
2025,EX,FT,Executive,165000.0,US,100,US,M
2025,MI,FT,Data Operations Manager,190000.0,NZ,0,NZ,M
2025,MI,FT,Data Operations Manager,153000.0,NZ,0,NZ,M
2025,SE,FT,Data Operations Specialist,50000.0,US,100,US,M
2025,SE,FT,Data Operations Specialist,42000.0,US,100,US,M
2025,SE,FT,Software Engineer,201737.0,US,0,US,M
2025,SE,FT,Software Engineer,136900.0,US,0,US,M
2025,SE,FT,Research Engineer,171667.0,US,0,US,M
2025,SE,FT,Research Engineer,129000.0,US,0,US,M
2025,SE,FT,Data Scientist,175000.0,US,0,US,M
2025,SE,FT,Data Scientist,135000.0,US,0,US,M
2025,MI,FT,Data Scientist,147500.0,US,0,US,M
2025,MI,FT,Data Scientist,113000.0,US,0,US,M
2025,EN,FT,Data Scientist,136000.0,US,0,US,M
2025,EN,FT,Data Scientist,116000.0,US,0,US,M
2025,SE,FT,Data Scientist,158124.0,US,0,US,M
2025,SE,FT,Data Scientist,94874.0,US,0,US,M
2025,MI,FT,Data Engineer,132699.0,US,0,US,M
2025,MI,FT,Data Engineer,122699.0,US,0,US,M
2025,SE,FT,Data Engineer,176500.0,US,100,US,M
2025,SE,FT,Data Engineer,117000.0,US,100,US,M
2025,MI,FT,Data Engineer,168900.0,US,0,US,M
2025,MI,FT,Data Engineer,148949.0,US,0,US,M
2025,MI,FT,Software Engineer,140000.0,US,0,US,M
2025,MI,FT,Software Engineer,88200.0,US,0,US,M
2025,SE,FT,Backend Engineer,200000.0,US,0,US,M
2025,SE,FT,Backend Engineer,100000.0,US,0,US,M
2025,SE,FT,Machine Learning Engineer,391590.0,US,0,US,M
2025,SE,FT,Machine Learning Engineer,244140.0,US,0,US,M
2025,SE,FT,Machine Learning Engineer,230000.0,US,0,US,M
2025,SE,FT,Machine Learning Engineer,195000.0,US,0,US,M
2025,MI,FT,Machine Learning Engineer,220000.0,CA,100,CA,M
2025,MI,FT,Machine Learning Engineer,180000.0,CA,100,CA,M
2025,MI,FT,Engineer,175000.0,US,100,US,M
2025,MI,FT,Engineer,155000.0,US,100,US,M
2025,SE,FT,AI Engineer,200000.0,US,0,US,M
2025,SE,FT,AI Engineer,160000.0,US,0,US,M
2025,SE,FT,AI Engineer,231000.0,US,0,US,M
2025,SE,FT,AI Engineer,114000.0,US,0,US,M
2025,SE,FT,MLOps Engineer,215000.0,US,100,US,M
2025,SE,FT,MLOps Engineer,108000.0,US,100,US,M
2025,MI,FT,MLOps Engineer,160000.0,US,0,US,M
2025,MI,FT,MLOps Engineer,105000.0,US,0,US,M
2025,SE,FT,Research Scientist,200000.0,US,0,US,M
2025,SE,FT,Research Scientist,150000.0,US,0,US,M
2025,SE,FT,Software Engineer,273000.0,US,0,US,M
2025,SE,FT,Software Engineer,171000.0,US,0,US,M
2025,MI,FT,Engineer,51789.0,SK,0,SK,M
2025,MI,FT,Engineer,30315.0,SK,0,SK,M
2025,SE,FT,Analytics Engineer,160000.0,US,100,US,M
2025,SE,FT,Analytics Engineer,150000.0,US,100,US,M
2025,EN,FT,Data Analyst,84000.0,US,0,US,M
2025,EN,FT,Data Analyst,60000.0,US,0,US,M
2025,SE,FT,Data Analytics Specialist,148798.0,US,0,US,M
2025,SE,FT,Data Analytics Specialist,138798.0,US,0,US,M
2025,SE,FT,Data Analyst,63291.0,GB,0,GB,M
2025,EN,FT,Data Analyst,140625.0,US,0,US,M
2025,EN,FT,Data Analyst,86539.0,US,0,US,M
2025,SE,FT,Analytics Engineer,264000.0,US,0,US,M
2025,SE,FT,Analytics Engineer,192000.0,US,0,US,M
2025,SE,FT,Staff Engineer,199578.0,IE,0,IE,M
2025,SE,FT,Staff Engineer,133052.0,IE,0,IE,M
2025,MI,FT,Software Engineer,178100.0,US,0,US,M
2025,MI,FT,Software Engineer,106900.0,US,0,US,M
2025,SE,FT,System Engineer,156000.0,US,0,US,M
2025,SE,FT,System Engineer,137000.0,US,0,US,M
2025,MI,FT,Software Developer,100000.0,US,0,US,M
2025,SE,FT,Technical Recruiter,224250.0,US,0,US,M
2025,SE,FT,Technical Recruiter,165750.0,US,0,US,M
2025,MI,FT,Engineer,275000.0,US,0,US,M
2025,SE,FT,Platform Engineer,210000.0,US,0,US,M
2025,SE,FT,Platform Engineer,180000.0,US,0,US,M
2025,MI,FT,Manager,200000.0,US,0,US,M
2025,MI,FT,Manager,120000.0,US,0,US,M
2025,MI,FT,Engineer,160000.0,US,100,US,M
2025,MI,FT,Engineer,140000.0,US,100,US,M
2025,SE,FT,Software Engineer,214000.0,US,0,US,M
2025,SE,FT,Software Engineer,142000.0,US,0,US,M
2025,MI,FT,Engineer,125000.0,US,0,US,M
2025,MI,FT,Engineer,100000.0,US,0,US,M
2025,EN,FT,Analyst,95000.0,US,0,US,M
2025,EN,FT,Analyst,88000.0,US,0,US,M
2025,EN,FT,Analyst,91273.0,US,0,US,M
2025,EN,FT,Analyst,67462.0,US,0,US,M
2025,SE,FT,Engineering Manager,242500.0,US,100,US,M
2025,SE,FT,Engineering Manager,206000.0,US,100,US,M
2025,SE,FT,Software Engineer,196200.0,CA,100,CA,M
2025,SE,FT,Software Engineer,157000.0,CA,100,CA,M
2025,SE,FT,Software Engineer,263000.0,US,0,US,M
2025,SE,FT,Software Engineer,175000.0,US,0,US,M
2025,SE,FT,Engineer,170000.0,US,0,US,M
2025,SE,FT,Engineer,130000.0,US,0,US,M
2025,MI,FT,Analyst,159000.0,CA,100,CA,M
2025,MI,FT,Analyst,109000.0,CA,100,CA,M
2025,MI,FT,Software Engineer,157600.0,US,100,US,M
2025,MI,FT,Software Engineer,126100.0,US,100,US,M
2025,SE,FT,Software Engineer,155900.0,US,100,US,M
2025,SE,FT,Software Engineer,124700.0,US,100,US,M
2025,SE,FT,Software Engineer,124100.0,US,100,US,M
2025,SE,FT,Software Engineer,99300.0,US,100,US,M
2025,SE,FT,Systems Administrator,225000.0,US,0,US,M
2025,SE,FT,Systems Administrator,150000.0,US,0,US,M
2025,SE,FT,Solution Engineer,168480.0,US,0,US,M
2025,SE,FT,Solution Engineer,95680.0,US,0,US,M
2025,MI,FT,Manager,135000.0,US,0,US,M
2025,MI,FT,Manager,124000.0,US,0,US,M
2025,SE,FT,Software Engineer,293000.0,US,0,US,M
2025,SE,FT,Software Engineer,213000.0,US,0,US,M
2025,EN,FT,Analyst,120168.0,US,0,US,M
2025,EN,FT,Analyst,66444.0,US,0,US,M
2025,SE,FT,Applied Scientist,304200.0,US,0,US,M
2025,SE,FT,Applied Scientist,139900.0,US,0,US,M
2025,SE,FT,Data Architect,207315.0,US,100,US,M
2025,SE,FT,Data Architect,115900.0,US,100,US,M
2025,SE,FT,AI Engineer,240800.0,US,0,US,M
2025,SE,FT,AI Engineer,193400.0,US,0,US,M
2025,SE,FT,Data Visualization Lead,75190.0,US,0,US,M
2025,SE,FT,Data Visualization Lead,69010.0,US,0,US,M
2025,MI,FT,Analytics Engineer,125000.0,US,100,US,M
2025,MI,FT,Analytics Engineer,113000.0,US,100,US,M
2025,SE,FT,Analytics Engineer,70886.0,GB,0,GB,M
2025,SE,FT,Analytics Engineer,64556.0,GB,0,GB,M
2025,SE,FT,Data Quality Analyst,108493.0,CA,0,CA,M
2025,SE,FT,Data Quality Analyst,89894.0,CA,0,CA,M
2025,EN,FT,Analyst,187269.0,US,100,US,M
2025,EN,FT,Analyst,109118.0,US,100,US,M
2025,SE,FT,Research Engineer,140000.0,US,0,US,M
2025,SE,FT,Data Analyst,110000.0,US,100,US,M
2025,SE,FT,Data Analyst,100000.0,US,100,US,M
2025,EN,FT,Data Analyst,56000.0,US,100,US,M
2025,SE,FT,Data Analyst,187450.0,US,0,US,M
2025,SE,FT,Data Analyst,102850.0,US,0,US,M
2025,MI,FT,Data Management Specialist,42000.0,US,0,US,M
2025,MI,FT,Data Management Specialist,36000.0,US,0,US,M
2025,SE,FT,AI Engineer,48421.0,ES,0,ES,M
2025,SE,FT,AI Engineer,27368.0,ES,0,ES,M
2025,SE,FT,Data Modeler,175000.0,US,0,US,M
2025,SE,FT,Data Modeler,155600.0,US,0,US,M
2025,SE,FT,Data Scientist,244000.0,US,0,US,M
2025,SE,FT,Data Scientist,166000.0,US,0,US,M
2025,SE,FT,Data Scientist,127406.0,US,0,US,M
2025,SE,FT,Data Scientist,109600.0,US,0,US,M
2025,MI,FT,Data Scientist,52748.0,GB,0,GB,M
2025,MI,FT,Data Scientist,48416.0,GB,0,GB,M
2025,SE,FT,Data Scientist,110000.0,US,0,US,M
2025,SE,FT,Data Scientist,85000.0,US,0,US,M
2025,SE,FT,Data Engineer,196900.0,US,0,US,M
2025,SE,FT,Data Engineer,190258.0,US,0,US,M
2025,SE,FT,Data Engineer,131000.0,US,0,US,M
2025,SE,FT,Data Engineer,113200.0,US,0,US,M
2025,SE,FT,Data Engineer,164600.0,US,0,US,M
2025,SE,FT,Data Engineer,144200.0,US,0,US,M
2025,SE,FT,Software Engineer,251000.0,US,100,US,M
2025,SE,FT,Software Engineer,170200.0,US,100,US,M
2025,SE,FT,Software Engineer,208000.0,US,0,US,M
2025,SE,FT,Software Engineer,141340.0,US,0,US,M
2025,MI,FT,Postdoctoral Fellow,62222.0,GB,0,GB,M
2025,MI,FT,Postdoctoral Fellow,48101.0,GB,0,GB,M
2025,MI,FT,Machine Learning Developer,128700.0,CA,0,CA,M
2025,MI,FT,Machine Learning Developer,105300.0,CA,0,CA,M
2025,SE,FT,Member of Technical Staff,304200.0,US,0,US,M
2025,SE,FT,Member of Technical Staff,119800.0,US,0,US,M
2025,SE,FT,Machine Learning Engineer,189473.0,DE,100,DE,M
2025,SE,FT,Machine Learning Engineer,115789.0,DE,100,DE,M
2025,MI,FT,Researcher,320400.0,US,0,US,M
2025,MI,FT,Researcher,257300.0,US,0,US,M
2025,MI,FT,Engineer,120000.0,US,100,US,M
